table_name,local_path,row_count,sha256,exists
prediction_grid_daily_hydrocore.csv,data/processed/gold/prediction_grid_daily_hydrocore.csv,52594,3ba36c79ad53b14e6b9d08e699bb995a9f694d4ffe75d4565126fb84cec4767b,True
prediction_grid_daily_with_basin_context.csv,data/processed/gold/prediction_grid_daily_with_basin_context.csv,52594,7e6d0800f6c99ba0a486cf1d8ef2d0bb705e3973121b0466b152976802211bc4,True
training_matrix_basin_context.csv,data/processed/gold/training_matrix_basin_context.csv,547,2dbcd48e094cade5ef0053f9400f8cc1615e64cd9a9a6c96c165782f92f10522,True
training_matrix_hydrocore.csv,data/processed/gold/training_matrix_hydrocore.csv,547,0b4eaf0ebf716e23379f15d56cbff82c105251497346b29aa82c8adba95db8e1,True
training_matrix_optical_matched_0d.csv,data/processed/gold/training_matrix_optical_matched_0d.csv,188,630c57dddd749c9034db2bdfa40137a512392db926112111fd512803aac2a682,True
training_matrix_optical_matched_1d.csv,data/processed/gold/training_matrix_optical_matched_1d.csv,297,0ee52cd1851e69a537eb6afe2962260a46cd3ac9dbc2e301950f3ce18fa4518b,True
training_matrix_optical_matched_3d.csv,data/processed/gold/training_matrix_optical_matched_3d.csv,374,b5413d3da3470e20255ff1dc851beeeb062b0c2a16acbc1d747a497f100e3fcc,True
training_matrix_optical_matched_3d_hls.csv,data/processed/gold/training_matrix_optical_matched_3d_hls.csv,144,2f00be03cef96c468d934781d4404cd83c9022d2b4a3dd0eafa20cec831eb471,True
training_matrix_optical_matched_3d_landsat.csv,data/processed/gold/training_matrix_optical_matched_3d_landsat.csv,184,f5a7a3b0e9d3e0829730788c893a1be85d291c6a18cdb7e3d4dc3caff8fb9635,True
training_matrix_optical_matched_3d_sentinel2.csv,data/processed/gold/training_matrix_optical_matched_3d_sentinel2.csv,46,0d2fa15318d8eec6af2a96d5aa2ac7a01f47dcc89689356926b8ebf4a496bd12,True
training_matrix_optical_matched_7d.csv,data/processed/gold/training_matrix_optical_matched_7d.csv,420,6110815762d71a0eb251413ed6625068c533776f82c058c366d9f6cf8b66d413,True
